14,96,1492036803,15899
14,73,1075728503,25129
14,7,1516318331,43133
14,5,1297362596,5354
14,97,1300371740,7758
14,60,1499662506,38079
15,71,1159359428,39098
15,62,1519929939,15850
15,14,1009375724,10428
15,76,1283160302,18931
15,44,1140236624,39760
15,82,1292335354,22551
15,16,1505193925,5355
16,40,1255242035,16944
16,65,1092736205,17766
16,23,1263626297,40462
16,46,1017561785,25824
16,41,1116651904,43173
16,66,1124945069,13145
16,36,1308592752,20755
16,51,1440491264,37579
16,15,1165957838,37242
17,59,1403849226,11664
17,54,1324628563,14717
17,2,1102210839,19299
17,39,1352472052,42546
17,86,1260790030,30792
17,21,1229956101,25934
17,3,1412482204,32556
17,71,1461444736,7201
17,65,1206180251,12962
17,69,1518268090,17167
18,38,1218917647,37838
18,31,1134386777,24058
18,29,1316267202,32354
18,75,1284943825,8352
18,29,1073913374,19639
18,80,1361242829,28276
18,49,1013651177,37491
18,64,1369291453,15906
19,95,1137434828,6469
19,23,1502121039,38528
19,52,996004573,23468
19,47,1519184587,5307
19,4,1389673267,32722
19,44,1551941227,5363
19,86,1162345706,25751
19,6,1570715174,36996
20,23,1332788961,39605
20,21,1014362769,28597
20,89,1473617902,33687
20,61,1481843211,40584
20,56,1354452280,13426
20,50,1364259411,32671
20,41,997266859,36795
20,41,1365747925,15171
20,53,1265779258,18931
21,30,1031623554,11932
21,66,961597787,12721
21,69,1137470771,40859
21,4,1048959263,14128
21,10,1097670980,28999
21,54,1568181285,37797
21,20,1455911415,5309
21,14,1444300886,42480
22,78,1356794327,15985
22,69,1184708787,26614
22,39,1473457891,25812
22,24,1221077048,36429
22,54,1327304618,30968
22,94,1433979025,18114
22,57,1053955336,12979
22,15,1035008688,40821
22,40,1574682346,15684
23,7,1189892944,11199
23,93,1533096332,33761
23,57,1290594050,41653
23,70,1164096491,5054
23,68,1362517956,24775
23,69,1325408337,30142
24,82,1524890695,38658
24,27,1209496589,41127
24,73,1122365298,29400
24,22,948234555,19735
24,50,1538300324,21517
24,76,1120276767,24416
25,89,1087718991,15595
25,44,1513227722,28873
25,27,1301451530,17980
25,73,1527031180,36601
25,70,1078607617,41616
25,77,1136201868,24394
25,88,1431368696,18656
26,58,1401333364,20002
26,73,1128407752,27757
26,48,1296283630,6958
26,51,1552619865,24735
26,89,1569636631,5016
26,48,1430994775,36663
26,25,1099027179,40322
27,22,1108340537,33382
27,3,1503197636,42188
27,83,1344232659,38175
27,6,1444759775,9979
27,56,1283056197,32236
27,73,1256582763,12847
27,28,947059250,25499
27,94,1126991313,10643
28,43,962208607,27501
28,62,1187470512,4342
28,80,1367490472,12777
28,30,1526460238,8308
28,25,1024877069,11544
28,10,1023750223,16384
28,53,1058434633,36099
28,36,1475677137,42729
28,97,1545841691,29640
29,33,1272360950,13447
29,1,1395062387,5483
29,59,1478334251,18681
29,89,1183967681,20125
29,92,1107714613,7696
29,100,1143962654,13726
29,46,1100014792,28980
29,18,1010349185,14310
29,57,1480946159,32647
30,18,1247180509,14163
30,80,1382696543,42808
30,39,1422442260,40282
30,56,1206649040,5403
30,79,1549941360,12877
30,7,1494825915,30399
30,31,1007332924,12371
30,28,1084821178,22571
30,87,1387111212,22219
31,56,1081229926,41134
31,29,1218608741,42693
31,29,1104556544,31592
31,67,1540224423,15332
31,16,1101265698,13727
31,11,1316934734,4513
31,54,1323781571,38048
31,35,1444518017,15800
31,39,1206063586,30789
32,37,1154018741,18901
32,90,1073578579,12956
32,31,1461063358,17841
32,47,1311453622,6529
32,67,1265424922,22355
32,46,1346376671,9464
32,59,1529207294,10222
32,87,1412317722,37639
32,45,1483727792,19634
33,89,973897761,6368
33,79,1113801380,26145
33,15,1349129864,26705
33,38,1318026560,9949
33,93,1142524074,11260
33,55,1052293589,9151
33,38,1453633010,37366
33,40,1473268699,24838
33,49,1535305988,21368
34,10,1075734974,32376
34,85,1091062294,39011
34,29,1335158483,17322
34,6,1007946666,36466
34,80,1294039749,23095
34,95,1533302296,9427
34,81,1073981037,13709
34,25,1005929526,13911
34,88,1206591679,6291
34,89,1005929340,36600
35,60,1041296824,23186
35,44,1290949829,26616
35,26,1504532073,34110
35,33,1519775391,41518
35,47,1204126738,27837
35,34,1014816627,6980
35,51,1564034347,35289
35,82,1344477313,37147
35,47,1173089130,24320
35,2,1078873729,29052
36,77,1007886008,8554
36,43,1343431687,20771
36,53,1116107467,25074
36,5,1350957877,33910
36,90,1069956977,14206
37,19,1503307696,12560
37,96,1085993556,33435
37,21,1222908549,7501
37,49,1363093765,34697
37,34,1401463300,26667
37,22,1299534774,5177
37,17,1336996769,14404
37,36,1441607865,16937
38,13,1012789712,22077
38,92,1177027804,13793
38,65,1150868661,19142
38,37,1368966377,30109
38,55,1408022599,23052
38,93,1329868113,13171
38,82,950275937,35584
38,61,1524445682,14776
38,86,1021723807,36577
38,25,988088136,19505
39,5,1337297751,3827
39,24,1191760608,27467
39,33,1258138038,8779
39,46,1377483758,17986
39,19,1239779307,10040
39,82,1313350602,11866
39,25,1447162593,35883
39,7,1094350062,5425
39,41,1235774691,19198
40,51,1237310976,29162
40,48,1402841367,16366
40,44,1206734882,21839
40,67,1571075434,5430
40,69,1503255909,4603
40,33,1167255235,12786
40,31,1019903210,33568
40,38,977798558,34208
41,50,1038919753,24765
41,53,1211862949,12184
41,15,1511263625,10752
41,29,1049749429,41011
41,35,1132804173,13021
41,65,1212775015,31877
41,47,1153509187,29488
41,66,1215077794,3821
42,62,1011742944,27779
42,43,1395458389,18655
42,19,1064507215,38564
42,97,1415046885,8237
42,38,1250547104,4348
42,74,1319194815,36863
43,25,1455009419,37920
43,27,1394732574,16334
43,41,1134857741,37988
43,27,1160557692,7513
43,4,1134640285,31529
43,81,1033260277,5485
43,95,1185005805,17006
44,40,1103444197,5446
44,26,1267075809,42541
44,41,1323490673,36848
44,70,1571823699,15675
44,5,1146777187,13700
44,42,1168301121,5232
44,99,1355286227,3668
44,58,1395046843,33824
44,10,980229730,5592
44,14,1465411849,12684
45,54,1283361632,36802
45,60,965335206,24829
45,11,1540654018,28582
45,91,1406510460,38541
45,41,960928637,37879
45,57,1069900093,26713
45,93,1427344863,7017
45,26,1533560277,27203
46,37,1020530204,9305
46,62,1379510169,29827
46,31,1161715044,35455
46,83,1319838444,36024
46,19,1071996501,9940
46,98,1159394704,21008
46,93,1148101980,29694
46,100,1216601610,5466
47,86,1285111346,11518
47,36,1343962048,24531
47,49,1499125755,11877
47,19,1559048228,37345
47,28,1225736590,11135
47,58,1462292905,34137
47,2,1363011752,40858
47,100,1043347040,33479
47,45,1071753239,21354
47,89,1510525803,37625
48,32,1065172159,31056
48,99,1569174217,22988
48,29,1032982077,17022
48,22,1369540175,5845
48,9,1576606473,29496
48,80,1323484466,32560
48,15,1096670703,39892
48,22,1021544387,40507
48,28,1070533646,37870
48,91,1282771012,26777
49,51,1027512347,11414
49,70,1110164928,22943
49,37,1510957315,40325
49,82,1150880295,15168
49,33,985716534,41471
49,71,1452308408,9037
50,48,1071364737,4665
50,66,1421443969,14416
50,98,1377347549,36826
50,94,1502040778,17146
50,74,1135771146,16651
50,36,1100769463,19858
50,95,1493513543,42466
50,97,969977358,8011
51,79,1011344452,31192
51,67,1575029375,39585
51,64,1173226831,22084
51,25,1382672590,19227
51,12,1373564166,12662
52,85,1367025429,38294
52,81,1164275333,14156
52,33,1431598835,20402
52,70,1509668624,30189
52,8,1179284473,28112
53,99,1406501881,38626
53,91,1243927021,23119
53,67,1084848198,28691
53,17,1026501558,39014
53,28,1153971651,16425
53,66,1166590436,33718
53,27,1439972661,19355
53,12,996777821,22757
53,86,993896775,31843
54,86,1540262692,42017
54,72,1191453135,32658
54,7,1231084578,28926
54,76,1217495679,41843
54,14,1301454550,24761
54,82,1512430394,23268
54,95,1322956441,23989
54,61,1347145890,17656
54,89,1556490146,32075
55,73,1097745448,19589
55,28,1211933547,20786
55,6,1321562794,8252
55,29,1380077180,23666
55,26,1188283554,4399
56,6,1475376399,8648
56,48,1347753277,4545
56,9,1190515312,36471
56,36,1523568350,18915
56,48,996642327,9357
56,67,1102592144,30814
56,40,1353614910,6134
56,63,1231240968,40075
57,94,1148830380,25979
57,94,1055802623,9300
57,42,1164643290,29499
57,93,1095043919,33696
57,14,1338939878,10552
57,54,993396629,17130
57,59,1336779968,40240
57,95,1133920025,7598
57,34,1129183028,36280
57,87,1239768264,20266
58,19,1101083793,11829
58,87,1455328813,36399
58,93,1274634877,14430
58,5,1028391601,39414
58,3,1100733351,19866
58,82,1041955417,23866
58,13,1294820937,31565
58,34,1104202590,24452
58,57,1576475388,28890
58,92,1017170558,13720
59,7,964268167,33630
59,4,1003035885,38235
59,13,1197071335,22166
59,65,1491353645,7647
59,48,1329893706,19664
59,48,1472441682,28605
59,56,1281934970,6236
59,51,1001183324,38896
59,7,1164945073,5773
60,22,1249679018,23313
60,8,1138414385,19212
60,12,1397072973,26348
60,41,1334113214,23643
60,37,1052042700,30183
60,10,1041490733,39167
61,78,1012638733,22569
61,21,1232643260,5304
61,91,1354970846,13689
61,43,1575804348,43070
61,44,1201601333,30253
61,59,1201514744,28093
61,47,1423782148,27281
61,11,1319725170,5081
61,100,1430814018,24817
61,95,1138659080,17830
62,68,1322114087,34533
62,99,963195607,36555
62,6,1121106789,25148
62,33,1483571075,24359
62,90,1307183735,18917
62,88,1437524550,31708
62,8,1363877801,15810
63,67,1500771093,17923
63,86,1476251465,6462
63,73,1086714277,27400
63,78,1425989783,23588
63,20,1455668224,24563
63,3,1313746145,6396
63,61,1070004549,25289
63,37,1046463208,17897
63,93,1079657501,24689
64,52,1012139716,24877
64,52,974941901,14093
64,22,1406633072,43177
64,79,1405146684,31369
64,28,1543605597,41205
64,44,1475826418,43058
64,68,1495218981,41032
64,91,1419274111,26155
64,39,1477516034,16205
64,99,1097851034,13062
65,93,1252975159,41677
65,97,1373422477,38348
65,48,1247228408,7493
65,75,1048982178,42391
65,48,986603978,12311
65,4,1229506647,39393
65,67,1189798491,12371
66,75,1240054814,5548
66,13,1276122641,20510
66,40,1250152297,18214
66,33,1121763867,20707
66,21,971577948,25685
66,24,1452179098,38868
66,42,1404346312,35104
66,72,1145081974,37348
66,42,1476346704,27095
66,56,1552772721,26366
67,65,1109673767,17792
67,26,1482462612,18124
67,70,1032439041,21154
67,9,1483010911,13207
67,28,1233957865,39196
67,49,1051412099,25674
67,8,1367288011,6414
67,44,1254209223,39193
67,27,1337715382,4928
68,16,1037642600,13056
68,85,1421459059,15012
68,4,1090458767,28442
68,46,1016039016,34887
68,47,1347139132,33277
68,45,1254054181,28937
69,2,1278133121,14199
69,14,1008930896,30910
69,100,1263983080,21869
69,29,1191118895,14730
69,99,1528130444,13626
69,19,1538830591,21985
70,61,1478569126,10538
70,11,1308702647,39048
70,88,1117024397,5439
70,34,1116276901,15503
70,79,1093439845,6866
70,28,1163747497,33547
70,6,1470481472,27151
70,97,1454566439,27897
70,6,1005934610,18358
70,91,968208014,17596
71,62,1019417224,12350
71,60,1024248302,6171
71,62,1361288011,30606
71,66,1216422335,8496
71,80,1535907238,35362
71,57,1269795812,15503
71,52,1429574225,31187
71,65,1315578880,38503
71,38,1089644404,8924
71,4,1288393658,27900
72,1,1285421781,42864
72,52,964949252,35507
72,78,1354208860,17507
72,43,1264439880,7405
72,34,1266928851,28996
72,15,1048690373,10634
72,62,1207849644,7118
72,33,1324711633,8054
72,39,1545489252,18928
72,29,1307046530,36017
73,60,1395287930,25041
73,69,1127014224,26463
73,17,1423675431,11672
73,32,971342570,22942
73,6,1187051139,19695
73,28,1304958831,29067
74,96,1385848666,25451
74,46,1256178059,11759
74,32,1544054162,30082
74,4,994343360,3676
74,8,1071685667,3843
74,5,1574061056,6197
74,10,1507133819,42298
74,35,1445767556,5255
75,65,1449218326,35802
75,48,1418901355,39527
75,56,1260439671,17579
75,38,1266298459,5574
75,55,1509083176,35660
75,43,1170025032,24237
75,45,1566125143,6321
75,85,1487367055,13510
75,53,1411976351,11942
75,71,1155236700,5775
76,61,1411932917,38342
76,25,1258390144,34581
76,64,1444614540,11072
76,60,1159323158,19637
76,98,1390465653,19401
77,15,1185870778,28522
77,91,1063405054,35552
77,39,1500928975,27270
77,73,1315671682,41244
77,9,1552895108,17183
77,26,1356474366,4405
77,3,1428947051,18093
77,37,1007967043,25871
77,79,1546563308,32655
78,84,1381635523,28422
78,39,1178488200,29572
78,42,1209683124,17197
78,71,1287886712,18739
78,70,1274957036,13631
78,85,1540684781,41777
78,50,1234944198,33928
78,81,1208691256,9105
78,51,1241121213,40109
78,37,1428056043,33508
79,14,1358766589,21419
79,23,1053128883,33325
79,74,1024313873,28532
79,97,1048808244,37402
79,49,1396922421,36562
80,86,1422253337,5945
80,61,1494247661,20391
80,81,1078498118,11001
80,86,1363692377,7187
80,87,1247084250,11728
80,12,1068049569,27154
80,5,1238300703,20692
81,55,1168700276,16671
81,29,1063416469,25895
81,29,1260715058,40898
81,42,1182084253,18373
81,76,1449671548,25604
82,68,1242696447,32099
82,44,1122544570,5670
82,42,1002418202,40974
82,51,1286586478,40650
82,92,977914119,6268
82,25,1060857063,23672
82,86,1393315321,40072
82,20,1158979846,20428
83,35,1038166670,17004
83,65,1131357098,11450
83,4,1421510456,37937
83,71,1171447060,7135
83,11,1548580940,18685
83,41,1452525741,41033
83,20,1294172932,41230
83,99,1000513602,36823
83,85,1524003606,25311
83,25,1371350025,41745
84,58,1179836817,26835
84,39,1563496816,17551
84,37,1161874327,37242
84,44,1415312704,41028
84,91,1246094706,22376
84,96,1189030978,27806
84,13,982903526,10362
85,35,1476656005,26069
85,15,1451211289,27925
85,16,981730623,30846
85,100,1363854180,26358
85,53,1035903658,36641
85,18,1120167745,40859
85,78,1557134791,37737
85,49,1014402152,23423
86,69,1005551393,27987
86,43,1485715180,27706
86,55,1507135234,15702
86,60,984065961,31108
86,61,963208563,32767
86,36,1494069623,31430
86,43,1473296038,37010
86,18,1479642058,35969
86,8,1433005899,31978
87,81,1095501936,15956
87,32,1015155490,15818
87,62,1283010710,25040
87,59,1266306103,9899
87,9,1219879018,8657
87,52,1186802115,30972
87,94,1564192401,41593
87,28,1517022581,29412
88,13,1078491829,19414
88,78,1238818831,34687
88,91,1440128386,8607
88,39,1038126009,22387
88,16,1091931214,35325
88,55,956295987,29319
88,51,1557790802,10332
88,91,1379514987,18692
88,75,1300907836,28396
88,14,1196013506,18509
89,32,1138162646,43089
89,58,1157002654,10517
89,13,1187578332,36919
89,62,1419338792,20276
89,29,1389714199,40795
90,68,966155715,24667
90,89,1423088478,21374
90,28,1384688496,36182
90,23,1254365262,16322
90,60,1262979380,41093
90,65,1229838317,36478
90,67,1545118186,15622
90,89,1524752757,10031
90,10,1383450219,9587
91,52,1384794963,37441
91,63,1202161189,21688
91,9,1465919579,9307
91,8,1444418929,6091
91,18,1331466098,36940
91,8,1186179609,13617
91,39,1108486007,6366
92,51,1246016823,35246
92,7,1170418973,23443
92,58,1223476747,19303
92,62,1466480570,7161
92,47,1225389874,32854
92,95,1149045772,35820
92,56,1516173352,5092
92,77,1515199761,23623
93,58,1445765127,30853
93,43,1432402403,9741
93,47,1553799968,24187
93,64,1241853928,36134
93,99,1365901937,42697
93,5,1216866144,27742
93,70,1406780815,38750
94,44,1371340798,23674
94,48,1528289964,20485
94,96,1140887800,13035
94,75,978626274,13635
94,52,1114467235,17432
94,96,1213962226,27241
94,100,1302573514,43098
94,37,1058578184,7773
94,93,1390901934,25083
94,62,1571471144,25653
95,45,1395026505,37740
95,61,1553223014,12513
95,44,1152190431,7336
95,87,1253953574,38269
95,63,1123947470,16461
95,100,1131338712,10715
95,34,1291324104,4071
96,62,1223344288,36354
96,92,1179026876,36428
96,9,1258129310,39904
96,99,1183790939,27505
96,13,1256218698,11432
96,51,1569021049,8773
97,76,1111484756,28284
97,54,1561040164,36546
97,57,986718941,5209
97,17,1067501251,11383
97,10,1133477249,42268
97,75,1087680515,6886
97,85,1129383729,27274
97,49,1254970764,11379
98,12,1112393638,13199
98,86,1259893609,9820
98,38,1105688247,12978
98,99,1420364990,17994
98,97,1351012175,32929
98,82,1329153496,36971
98,59,1332496764,21812
98,87,1296978030,37444
99,66,1418760365,36021
99,3,1030879561,20493
99,87,1176769107,14698
99,47,1156647900,41292
99,73,1409073177,14660
99,51,1220582956,27836
99,53,1492741714,9200
100,14,1523622903,28314
100,21,1526126916,11715
100,35,1500616304,33210
100,16,1014188815,11491
100,7,1523678218,17481
100,89,1291746677,18536
100,45,1402023495,21337
100,6,1524809921,36547
100,11,1401253212,30062
100,10,1211601069,18225
